seria,opis_serii,harmoniczna,czestotliwosc_Hz,amplituda
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3650,0.943
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3700,0.949
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3750,1.032
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3800,1.06
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3850,1.116
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3900,1.168
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3950,1.432
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3960,1.431
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,3980,1.685
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4000,1.955
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4010,2.209
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4020,2.5
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4030,3.111
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4040,4.153
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4050,5.66
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4060,6.768
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4070,5.215
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4080,3.452
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4090,2.581
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4100,1.942
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4110,1.455
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4120,1.121
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4140,0.845
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4160,0.712
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4180,0.655
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4200,0.612
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4250,0.588
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4300,0.542
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4350,0.575
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4400,0.605
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4450,0.632
powietrze_helmholtz,Powietrze w komorze Helmholtza,2,4500,0.648
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5000,0.64
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5050,0.7
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5100,0.78
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5150,0.81
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5200,0.91
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5250,1.06
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5300,1.25
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5350,1.44
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5400,1.66
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5420,1.75
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5440,1.95
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5460,2.17
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5480,2.54
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5500,3.18
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5510,3.49
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5520,3.91
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5530,4.2
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5540,4.55
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5550,5.16
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5560,5.52
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5570,5.58
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5580,5.18
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5590,4.6
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5600,4.08
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5610,3.6
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5620,3.2
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5630,2.79
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5640,2.56
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5650,2.28
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5660,2.15
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5670,1.93
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5680,1.71
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5690,1.58
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5700,1.45
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5720,1.37
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5740,1.27
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5760,1.26
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5780,1.24
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5800,1.19
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5850,1.15
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5900,1.02
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,5950,0.96
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6000,0.84
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6050,0.75
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6100,0.67
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6150,0.67
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6200,0.58
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6250,0.54
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6300,0.52
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6350,0.38
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6400,0.41
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6450,0.37
powietrze_helmholtz,Powietrze w komorze Helmholtza,3,6500,0.43
